accession	organism	taxid	group	supergroup	stratum	length	gc	n_cds	n_trna	n_rrna	transl_table	n_markers	markers
NC_030337.1	Haliclystus antarcticus	654955	Metazoa	Opisthokonta	Metazoa	15766	0.3943	13	5	2	4	13	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_002807.1	Eptatretus burgeri	7764	Metazoa	Opisthokonta	Metazoa	17168	0.3348	13	22	2	2	13	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_060758.1	Myxine fernholmi	1932030	Metazoa	Opisthokonta	Metazoa	18862	0.3521	13	22	2	2	13	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_002639.1	Myxine glutinosa	7769	Metazoa	Opisthokonta	Metazoa	18909	0.3675	13	22	2	2	13	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_005938.1	Xibalbanus tulumensis	1519145	Metazoa	Opisthokonta	Metazoa	18372	0.3253	13	23	2	5	13	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_016754.1	Oncicola luehei	1100885	Metazoa	Opisthokonta	Metazoa	14281	0.3982	12	22	2	5	12	atp6,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_046053.1	Ophiarachnella gorgonia	1365872	Metazoa	Opisthokonta	Metazoa	15948	0.3673	13	22	2	9	13	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_044109.1	Ophioplocus japonicus	35056	Metazoa	Opisthokonta	Metazoa	16144	0.376	13	22	2	9	13	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_060553.1	Intoshia linei	1819745	Metazoa	Opisthokonta	Metazoa	15217	0.1678	13	22	2	5	13	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_027190.1	Oxyuris equi	132389	Metazoa	Opisthokonta	Metazoa	13641	0.3218	12	22	2	5	12	atp6,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_085811.1	Halicephalobus mephisto	2559892	Metazoa	Opisthokonta	Metazoa	14349	0.19	12	22	2	5	12	atp6,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_026985.1	Lepidodermella squamata	1194616	Metazoa	Opisthokonta	Metazoa	14558	0.4115	13	22	2	5	13	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_041450.1	Styracaster yapensis	2038754	Metazoa	Opisthokonta	Metazoa	16360	0.3405	13	22	2	9	13	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_085630.1	Xyloplax princealberti	3083365	Metazoa	Opisthokonta	Metazoa	19663	0.2481	12	22	2	9	12	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad6
NC_029404.1	Geotria australis	71168	Metazoa	Opisthokonta	Metazoa	17080	0.4049	13	22	2	2	13	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_025582.1	Eudontomyzon morii	682880	Metazoa	Opisthokonta	Metazoa	16172	0.3865	13	22	2	2	13	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_013568.1	Rotaria rotatoria	231624	Metazoa	Opisthokonta	Metazoa	15319	0.2687	12	21	2	5	12	atp6,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_009834.1	Phallusia fumigata	395376	Metazoa	Opisthokonta	Metazoa	15535	0.4681	13	26	2	13	13	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_009833.1	Phallusia mammillata	59560	Metazoa	Opisthokonta	Metazoa	14579	0.4714	13	23	2	13	13	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_017929.1	Ciona intestinalis B CG-2006	413601	Metazoa	Opisthokonta	Metazoa	14591	0.2345	13	24	2	13	13	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_034372.1	Ciona robusta	1774208	Metazoa	Opisthokonta	Metazoa	14790	0.2144	13	24	2	13	13	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_004570.1	Ciona savignyi	51511	Metazoa	Opisthokonta	Metazoa	14737	0.2273	12	24	2	13	12	atp6,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_018761.1	Phoronopsis harmeri	490051	Metazoa	Opisthokonta	Metazoa	15495	0.3283	13	22	2	5	13	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_068617.1	Anoplodactylus australis	2992006	Metazoa	Opisthokonta	Metazoa	17834	0.2303	13	22	2	5	13	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_006083.1	Paraspadella gotoi	34758	Metazoa	Opisthokonta	Metazoa	11423	0.2716	11	1	2	5	11	cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_006386.1	Spadella cephaloptera	52888	Metazoa	Opisthokonta	Metazoa	11905	0.3495	11	0	2	5	11	cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_038192.1	Pectinatella magnifica	350071	Metazoa	Opisthokonta	Metazoa	17539	0.3715	13	22	2	5	13	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_080944.1	Stephalia dilata	316222	Metazoa	Opisthokonta	Metazoa	15715	0.2404	13	2	2	4	13	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_010484.1	Brachionus plicatilis	10195	Metazoa	Opisthokonta	Metazoa	12672	0.3709	8	9	0	5	8	cox1,cox2,cox3,nad3,nad4,nad4L,nad5,nad6
NC_027520.1	Crella elegans	252961	Metazoa	Opisthokonta	Metazoa	18543	0.3613	14	24	2	4	14	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_029766.1	Polyacanthorhynchus caballeroi	178082	Metazoa	Opisthokonta	Metazoa	13956	0.4371	12	22	2	5	12	atp6,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_052721.1	Pharyngocirrus uchidai	2498818	Metazoa	Opisthokonta	Metazoa	15415	0.4328	13	22	2	5	13	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_023834.1	Polymastia littoralis	1473587	Metazoa	Opisthokonta	Metazoa	21719	0.31	14	25	2	4	14	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_065161.1	Polypodium hydriforme	43186	Metazoa	Opisthokonta	Metazoa	93065	0.3306	15	0	2	4	8	cob,cox1,cox2,nad1,nad2,nad3,nad4,nad5
NC_008557.1	Priapulus caudatus	37621	Metazoa	Opisthokonta	Metazoa	14919	0.3088	13	22	2	5	13	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_024110.1	Pristiophorus japonicus	55135	Metazoa	Opisthokonta	Metazoa	18430	0.4454	13	22	2	2	13	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_010210.1	Ectyoplasia ferox	458493	Metazoa	Opisthokonta	Metazoa	18312	0.3049	14	25	2	4	14	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_024020.1	Rhigonema thysanophora	435730	Metazoa	Opisthokonta	Metazoa	15015	0.3236	12	22	2	5	12	atp6,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_079950.1	Sacculina confragosa	238040	Metazoa	Opisthokonta	Metazoa	15982	0.2797	13	22	2	5	13	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_016466.1	Cassiopea xamachana	12993	Metazoa	Opisthokonta	Metazoa	15949	0.2906	15	2	2	4	13	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_061766.1	Catostylus townsendi	2053110	Metazoa	Opisthokonta	Metazoa	16308	0.3019	14	2	2	4	13	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_084193.1	Phyllorhiza punctata	493932	Metazoa	Opisthokonta	Metazoa	16967	0.3164	15	2	2	4	13	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_035740.1	Nemopilema nomurai	321803	Metazoa	Opisthokonta	Metazoa	17024	0.2792	13	6	2	4	13	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_035741.1	Rhopilema esculentum	499914	Metazoa	Opisthokonta	Metazoa	15855	0.3021	13	5	2	4	13	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_061659.1	Thysanostoma flagellatum	3287591	Metazoa	Opisthokonta	Metazoa	16779	0.3459	13	2	2	4	13	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_010769.1	Aphrocallistes vastus	83887	Metazoa	Opisthokonta	Metazoa	17427	0.2935	13	18	2	4	13	atp6,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_020375.1	Heliopora coerulea	86515	Metazoa	Opisthokonta	Metazoa	18957	0.369	14	1	2	4	13	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_062014.1	Ideogorgia capensis	767312	Metazoa	Opisthokonta	Metazoa	19004	0.3706	14	1	2	4	13	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_062013.1	Homophyton verrucosum	767310	Metazoa	Opisthokonta	Metazoa	19263	0.3693	14	1	2	4	13	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_046775.1	Chrysaora pacifica	1911418	Metazoa	Opisthokonta	Metazoa	16964	0.3098	13	2	2	4	13	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_020459.1	Chrysaora quinquecirrha	6148	Metazoa	Opisthokonta	Metazoa	16775	0.3125	15	2	2	4	13	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_080358.1	Pelagia noctiluca	400838	Metazoa	Opisthokonta	Metazoa	16390	0.4074	15	2	2	4	13	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_008446.1	Aurelia aurita	6145	Metazoa	Opisthokonta	Metazoa	16937	0.3326	15	2	2	4	13	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_046691.1	Aurelia limbata	184213	Metazoa	Opisthokonta	Metazoa	16953	0.3235	13	2	2	4	13	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_004815.1	Sphenodon punctatus	8508	Metazoa	Opisthokonta	Metazoa	15181	0.3986	12	21	2	2	12	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad6
NC_010198.1	Cinachyrella kuekenthali	458489	Metazoa	Opisthokonta	Metazoa	18089	0.3602	14	24	2	4	14	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_013561.1	Herdmania momus	7733	Metazoa	Opisthokonta	Metazoa	15816	0.3643	13	24	2	13	13	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_013752.1	Microcosmus sulcatus	341086	Metazoa	Opisthokonta	Metazoa	15028	0.2978	13	25	2	13	13	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_079570.1	Pyura mirabilis	111863	Metazoa	Opisthokonta	Metazoa	15778	0.2665	13	23	2	13	13	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_021467.1	Botrylloides nigrum	1256663	Metazoa	Opisthokonta	Metazoa	14427	0.3039	13	24	2	13	13	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_037072.1	Styela clava	7725	Metazoa	Opisthokonta	Metazoa	14616	0.2925	13	24	2	13	13	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_011572.1	Symphylella sp. YG-2006	390856	Metazoa	Opisthokonta	Metazoa	14667	0.2779	13	22	2	5	13	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_006991.1	Tethya actinia	233783	Metazoa	Opisthokonta	Metazoa	19565	0.2933	14	25	2	4	14	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_016676.1	Pauropus longiramus	933850	Metazoa	Opisthokonta	Metazoa	14487	0.271	13	22	2	5	13	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_031192.1	Cacospongia mycofijiensis	1162744	Metazoa	Opisthokonta	Metazoa	16227	0.3713	14	2	2	4	14	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_071371.1	Aonchotheca putorii	1647945	Metazoa	Opisthokonta	Metazoa	14168	0.2202	13	22	2	5	13	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_017747.1	Trichuris suis	68888	Metazoa	Opisthokonta	Metazoa	14436	0.2857	13	22	2	5	13	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_071218.1	Paragonimus iloktsuenensis	62813	Metazoa	Opisthokonta	Metazoa	14827	0.3777	12	22	2	9	12	atp6,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_033379.1	Vema ewingi	1930079	Metazoa	Opisthokonta	Metazoa	17910	0.3667	13	22	2	5	13	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_015646.1	Tubulipora flabellaris	365325	Metazoa	Opisthokonta	Metazoa	13763	0.2658	12	22	2	5	12	atp6,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_083273.1	Echinocrepis rostrata	527038	Metazoa	Opisthokonta	Metazoa	15716	0.3487	13	22	2	9	13	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_060802.1	Diploastrea heliopora	214969	Metazoa	Opisthokonta	Metazoa	18363	0.3332	13	2	2	4	13	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_054231.1	Euretaster insignis	478253	Metazoa	Opisthokonta	Metazoa	15954	0.333	13	22	2	9	13	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_016949.1	Aplysina cauliformis	289398	Metazoa	Opisthokonta	Metazoa	19620	0.3288	14	25	2	4	14	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_010203.1	Aplysina fulva	289401	Metazoa	Opisthokonta	Metazoa	19620	0.3286	14	25	2	4	14	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_053937.1	Aplysina gerardogreeni	1171991	Metazoa	Opisthokonta	Metazoa	19620	0.3285	14	25	2	4	14	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_008556.1	Xenoturbella bocki	242395	Metazoa	Opisthokonta	Metazoa	15234	0.3544	13	22	2	5	13	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_029217.1	Xenoturbella churro	1768098	Metazoa	Opisthokonta	Metazoa	15339	0.376	13	22	2	5	13	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_029218.1	Xenoturbella hollandorum	1755482	Metazoa	Opisthokonta	Metazoa	15210	0.3469	13	22	2	5	13	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_036763.1	Xenoturbella japonica	1975665	Metazoa	Opisthokonta	Metazoa	15249	0.3761	13	22	2	5	13	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_029219.1	Xenoturbella monstrosa	1755483	Metazoa	Opisthokonta	Metazoa	15279	0.3665	13	22	2	5	13	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_029220.1	Xenoturbella profunda	1736633	Metazoa	Opisthokonta	Metazoa	15403	0.3682	13	22	2	5	13	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_019623.1	Carcinoscorpius rotundicauda	6848	Metazoa	Opisthokonta	Metazoa	15033	0.2624	13	22	2	5	13	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_046401.1	Microzoanthus occultus	1130792	Metazoa	Opisthokonta	Metazoa	21656	0.4101	13	1	2	4	13	atp6,atp8,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6
NC_034794.1	Eukaryota sp. BB2	1949062	Other eukaryotes	Other	Other eukaryotes	119311	0.3064	44	25	2	1	30	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad8,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7,sdh2
NC_026286.1	Acrasis kona	1008807	Discoba	Discoba	Other eukaryotes	51458	0.1675	37	13	2	1	21	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad8,rpl14,rpl5,rpl6,rps7
NC_021104.1	Naegleria fowleri	5763	Discoba	Discoba	Other eukaryotes	49531	0.2524	46	21	2	1	30	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad8,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7,sdh2
NC_054363.1	Pleurostomum flabellatum	405751	Discoba	Discoba	Other eukaryotes	57829	0.2897	59	19	2	1	30	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad8,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7,sdh2
NC_006862.1	Heterostelium pallidum	13642	Amoebozoa	Amoebozoa	Other eukaryotes	47653	0.228	42	19	2	4	26	atp1,atp6,atp8,atp9,cob,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7
NC_010653.1	Cavenderia fasciculata	261658	Amoebozoa	Amoebozoa	Other eukaryotes	54563	0.2549	48	17	2	1	26	atp1,atp6,atp8,atp9,cob,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7
NC_082863.1	Ancyromonas sigmoides	85707	Other eukaryotes	Other	Other eukaryotes	41889	0.3424	43	24	2	1	28	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad8,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rps12,rps19,rps3,sdh2,sdh3
NC_026452.1	Thecamonas trahens	529818	Apusozoa	Obazoa	Other eukaryotes	31217	0.289	33	24	3	1	24	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,rpl14,rpl16,rpl2,rpl5,rps11,rps12,rps19,rps3,rps7
NC_027736.1	Balamuthia mandrillaris	66527	Amoebozoa	Amoebozoa	Other eukaryotes	42217	0.3555	40	13	2	4	26	atp1,atp6,atp8,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl6,rps11,rps12,rps19,rps3,rps7
NC_037454.1	Cryptomonas curvata	233186	Cryptophyta	Cryptista	Other eukaryotes	39464	0.2809	42	25	2	1	30	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad8,nad9,rpl14,rpl16,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7,sdh3,sdh4
NC_077581.1	Cryptomonas gyropyrenoidosa	233257	Cryptophyta	Cryptista	Other eukaryotes	38907	0.3015	41	27	3	1	30	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad8,nad9,rpl14,rpl16,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7,sdh3,sdh4
NC_068880.1	Cryptomonas pyrenoidifera	233184	Cryptophyta	Cryptista	Other eukaryotes	42220	0.3058	41	25	2	1	30	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad8,nad9,rpl14,rpl16,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7,sdh3,sdh4
NC_054207.1	Cyanophora biloba	1489483	Glaucophyta	Archaeplastida	Other eukaryotes	39216	0.2749	39	26	3	1	29	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7,sdh3,sdh4
NC_017836.1	Cyanophora paradoxa	2762	Glaucophyta	Archaeplastida	Other eukaryotes	51557	0.2599	44	30	3	1	28	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7,sdh3,sdh4
NC_054208.1	Cyanophora sudae	1522369	Glaucophyta	Archaeplastida	Other eukaryotes	43295	0.2594	47	26	3	1	29	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7,sdh3,sdh4
NC_031417.1	Paramoeba pemaquidensis	180228	Amoebozoa	Amoebozoa	Other eukaryotes	48522	0.2218	40	20	2	4	26	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl6,rps11,rps12,rps19,rps3,rps7
NC_007787.2	Dictyostelium citrinum	361072	Amoebozoa	Amoebozoa	Other eukaryotes	57820	0.2698	42	19	2	1	25	atp1,atp6,atp8,atp9,cob,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7
NC_058586.1	Dictyostelium intermedium	361076	Amoebozoa	Amoebozoa	Other eukaryotes	58627	0.2602	41	18	3	1	26	atp1,atp6,atp8,atp9,cob,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7
NC_013986.1	Vermamoeba vermiformis	5778	Amoebozoa	Amoebozoa	Other eukaryotes	51645	0.3195	46	25	2	4	28	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl6,rps11,rps12,rps19,rps3,rps7,tufA
NC_031832.1	Palpitomonas bilix	652834	Other eukaryotes	Other	Other eukaryotes	76874	0.276	72	48	6	1	31	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad8,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7,sdh3,sdh4
NC_086778.1	Meteora sporadica	2913902	Other eukaryotes	Other	Other eukaryotes	94877	0.2877	78	34	6	1	31	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7,sdh2,sdh3,sdh4,tufA
NC_020370.1	Ministeria vibrans	134558	Ichthyosporea	Opisthokonta	Other eukaryotes	55918	0.2499	33	25	2	4	20	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,rpl14,rpl16,rpl2,rpl6,rps12,rps19
NC_040955.1	Paravannella minima	1443144	Amoebozoa	Amoebozoa	Other eukaryotes	53464	0.216	45	23	2	1	24	atp6,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl6,rps12,rps19,rps3,rps7
NC_015117.1	Glaucocystis nostochinearum	38271	Glaucophyta	Archaeplastida	Other eukaryotes	34087	0.257	34	25	3	1	28	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7,sdh3,sdh4
NC_025294.1	Cyanoptyche gloeocystis	77922	Glaucophyta	Archaeplastida	Other eukaryotes	33240	0.285	39	26	3	1	29	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7,sdh3,sdh4
